requete;11pt_avg;P_1;P_10;P_100;P_1000;P_15;P_2;P_20;P_200;P_30;P_5;P_50;P_500;Rndcg;Rprec;bpref;iprec_at_recall_0.00;iprec_at_recall_0.10;iprec_at_recall_0.20;iprec_at_recall_0.30;iprec_at_recall_0.40;iprec_at_recall_0.50;iprec_at_recall_0.60;iprec_at_recall_0.70;iprec_at_recall_0.80;iprec_at_recall_0.90;iprec_at_recall_1.00;map;ndcg;ndcg_cut_10;ndcg_cut_100;ndcg_cut_1000;ndcg_cut_15;ndcg_cut_20;ndcg_cut_200;ndcg_cut_30;ndcg_cut_5;ndcg_cut_500;ndcg_rel;num_rel;num_rel_ret;num_ret;recall_1;recall_10;recall_100;recall_1000;recall_15;recall_2;recall_20;recall_200;recall_30;recall_5;recall_50;recall_500;recip_rank;relative_P_1;relative_P_10;relative_P_100;relative_P_1000;relative_P_15;relative_P_2;relative_P_20;relative_P_200;relative_P_30;relative_P_5;relative_P_50;relative_P_500;set_F;set_P;set_map;set_recall;set_relative_P;success_1;success_10;success_5
271;0.0005;0.0;0.0000;0.0000;0.0010;0.0000;0.0;0.0000;0.0050;0.0000;0.0000;0.0;0.0020;0.0055;0.0000;0.0356;0.0051;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0003;0.0164;0.0000;0.0000;0.0164;0.0000;0.0000;0.0164;0.0000;0.0000;0.0164;0.0164;15;1;0.0;0.0;0.0000;0.0000;0.0667;0.0000;0.0;0.0000;0.0667;0.0000;0.0000;0.0;0.0667;0.0051;0.0;0.0000;0.0000;0.0667;0.0000;0.0;0.0000;0.0667;0.0000;0.0000;0.0;0.0667;0.0020;0.0010;0.0001;0.0667;0.0667;0.0000;0.0000;0.0000
272;0.0248;0.0;0.2000;0.0300;0.0140;0.2000;0.0;0.1500;0.0150;0.1000;0.0000;0.0;0.0080;0.0247;0.0132;0.0598;0.2727;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0034;0.0442;0.0529;0.0262;0.0442;0.0627;0.0538;0.0186;0.0429;0.0000;0.0196;0.0437;227;14;0.0;0.0;0.0088;0.0132;0.0617;0.0132;0.0;0.0132;0.0132;0.0132;0.0000;0.0;0.0176;0.1250;0.0;0.2000;0.0300;0.0617;0.2000;0.0;0.1500;0.0150;0.1000;0.0000;0.0;0.0176;0.0228;0.0140;0.0009;0.0617;0.0617;0.0000;1.0000;0.0000
273;0.0135;0.0;0.1000;0.0300;0.0040;0.0667;0.0;0.0500;0.0150;0.1000;0.0000;0.0;0.0060;0.0474;0.0750;0.0813;0.1429;0.0053;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0090;0.0636;0.0603;0.0602;0.0636;0.0487;0.0415;0.0602;0.0642;0.0000;0.0602;0.0640;40;4;0.0;0.0;0.0250;0.0750;0.1000;0.0250;0.0;0.0250;0.0750;0.0750;0.0000;0.0;0.0750;0.1429;0.0;0.1000;0.0750;0.1000;0.0667;0.0;0.0500;0.0750;0.1000;0.0000;0.0;0.0750;0.0077;0.0040;0.0004;0.1000;0.1000;0.0000;1.0000;0.0000
274;0.0121;0.0;0.0000;0.0200;0.0040;0.1333;0.0;0.1000;0.0100;0.0667;0.0000;0.0;0.0040;0.0165;0.0200;0.0385;0.1333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0023;0.0227;0.0000;0.0163;0.0227;0.0352;0.0304;0.0163;0.0257;0.0000;0.0163;0.0228;100;4;0.0;0.0;0.0000;0.0200;0.0400;0.0200;0.0;0.0200;0.0200;0.0200;0.0000;0.0;0.0200;0.0909;0.0;0.0000;0.0200;0.0400;0.1333;0.0;0.1000;0.0200;0.0667;0.0000;0.0;0.0200;0.0073;0.0040;0.0002;0.0400;0.0400;0.0000;0.0000;0.0000
275;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;24;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
276;0.0455;0.0;0.3000;0.0600;0.0090;0.2000;0.0;0.1500;0.0450;0.1000;0.4000;0.0;0.0180;0.0488;0.0452;0.0442;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0082;0.0414;0.0904;0.0450;0.0414;0.0700;0.0603;0.0414;0.0499;0.1052;0.0414;0.0425;199;9;0.0;0.0;0.0151;0.0302;0.0452;0.0151;0.0;0.0151;0.0452;0.0151;0.0101;0.0;0.0452;0.3333;0.0;0.3000;0.0600;0.0452;0.2000;0.0;0.1500;0.0452;0.1000;0.4000;0.0;0.0452;0.0150;0.0090;0.0004;0.0452;0.0452;0.0000;1.0000;1.0000
277;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;62;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
278;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
279;0.0017;0.0;0.0000;0.0100;0.0050;0.0000;0.0;0.0000;0.0100;0.0000;0.0000;0.0;0.0080;0.0096;0.0102;0.0484;0.0183;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0007;0.0273;0.0000;0.0110;0.0273;0.0000;0.0000;0.0159;0.0000;0.0000;0.0239;0.0270;98;5;0.0;0.0;0.0000;0.0102;0.0510;0.0000;0.0;0.0000;0.0204;0.0000;0.0000;0.0;0.0408;0.0167;0.0;0.0000;0.0102;0.0510;0.0000;0.0;0.0000;0.0204;0.0000;0.0000;0.0;0.0408;0.0091;0.0050;0.0003;0.0510;0.0510;0.0000;0.0000;0.0000
280;0.0909;0.0;0.1000;0.0500;0.0110;0.0667;0.0;0.0500;0.0250;0.0667;0.2000;0.0;0.0200;0.1209;0.0272;0.0584;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0077;0.0620;0.0991;0.0509;0.0620;0.0786;0.0663;0.0376;0.0625;0.1450;0.0597;0.0631;184;11;0.0;0.0;0.0054;0.0272;0.0598;0.0054;0.0;0.0054;0.0272;0.0109;0.0054;0.0;0.0543;1.0000;0.0;0.1000;0.0500;0.0598;0.0667;0.0;0.0500;0.0272;0.0667;0.2000;0.0;0.0543;0.0186;0.0110;0.0007;0.0598;0.0598;1.0000;1.0000;1.0000
