requete;11pt_avg;P_1;P_10;P_100;P_1000;P_15;P_2;P_20;P_200;P_30;P_5;P_50;P_500;Rndcg;Rprec;bpref;iprec_at_recall_0.00;iprec_at_recall_0.10;iprec_at_recall_0.20;iprec_at_recall_0.30;iprec_at_recall_0.40;iprec_at_recall_0.50;iprec_at_recall_0.60;iprec_at_recall_0.70;iprec_at_recall_0.80;iprec_at_recall_0.90;iprec_at_recall_1.00;map;ndcg;ndcg_cut_10;ndcg_cut_100;ndcg_cut_1000;ndcg_cut_15;ndcg_cut_20;ndcg_cut_200;ndcg_cut_30;ndcg_cut_5;ndcg_cut_500;ndcg_rel;num_rel;num_rel_ret;num_ret;recall_1;recall_10;recall_100;recall_1000;recall_15;recall_2;recall_20;recall_200;recall_30;recall_5;recall_50;recall_500;recip_rank;relative_P_1;relative_P_10;relative_P_100;relative_P_1000;relative_P_15;relative_P_2;relative_P_20;relative_P_200;relative_P_30;relative_P_5;relative_P_50;relative_P_500;set_F;set_P;set_map;set_recall;set_relative_P;success_1;success_10;success_5
281;0.0606;0.0;0.3000;0.0700;0.0090;0.2000;0.0;0.2000;0.0400;0.2000;0.4000;0.0;0.0180;0.1146;0.0667;0.0830;0.6667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0240;0.1021;0.1637;0.0899;0.1021;0.1392;0.1456;0.0973;0.1525;0.1918;0.1021;0.1074;105;9;0.0;0.0;0.0286;0.0667;0.0857;0.0286;0.0;0.0381;0.0762;0.0571;0.0190;0.0;0.0857;0.5000;0.0;0.3000;0.0700;0.0857;0.2000;0.0;0.2000;0.0762;0.2000;0.4000;0.0;0.0857;0.0163;0.0090;0.0008;0.0857;0.0857;0.0000;1.0000;1.0000
282;0.0909;0.0;0.3000;0.1100;0.0180;0.3333;0.0;0.3000;0.0700;0.2000;0.4000;0.0;0.0300;0.2409;0.0693;0.0867;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0204;0.1174;0.3223;0.1548;0.1174;0.3351;0.3148;0.1060;0.2491;0.3623;0.1084;0.1273;202;18;0.0;0.0;0.0149;0.0545;0.0891;0.0248;0.0;0.0297;0.0693;0.0297;0.0099;0.0;0.0743;1.0000;0.0;0.3000;0.1100;0.0891;0.3333;0.0;0.3000;0.0700;0.2000;0.4000;0.0;0.0743;0.0300;0.0180;0.0016;0.0891;0.0891;1.0000;1.0000;1.0000
283;0.0909;0.0;0.5000;0.0700;0.0080;0.3333;0.0;0.2500;0.0350;0.2000;0.8000;0.0;0.0140;0.2115;0.0729;0.0821;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0527;0.1499;0.3307;0.1469;0.1499;0.2771;0.2421;0.1469;0.2124;0.4027;0.1469;0.1699;96;8;0.0;0.0;0.0521;0.0729;0.0833;0.0521;0.0;0.0521;0.0729;0.0625;0.0417;0.0;0.0729;1.0000;0.0;0.5000;0.0729;0.0833;0.3333;0.0;0.2500;0.0729;0.2000;0.8000;0.0;0.0729;0.0146;0.0080;0.0007;0.0833;0.0833;1.0000;1.0000;1.0000
284;0.0909;0.0;0.5000;0.1400;0.0180;0.4000;0.0;0.4000;0.0850;0.3333;0.8000;0.0;0.0360;0.1859;0.0742;0.0774;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0325;0.1260;0.3295;0.1635;0.1260;0.2927;0.2944;0.1321;0.2680;0.4675;0.1260;0.1379;229;18;0.0;0.0;0.0218;0.0611;0.0786;0.0262;0.0;0.0349;0.0742;0.0437;0.0175;0.0;0.0786;1.0000;0.0;0.5000;0.1400;0.0786;0.4000;0.0;0.4000;0.0850;0.3333;0.8000;0.0;0.0786;0.0293;0.0180;0.0014;0.0786;0.0786;1.0000;1.0000;1.0000
285;0.0682;0.0;0.4000;0.0700;0.0100;0.3333;0.0;0.3000;0.0400;0.2333;0.6000;0.0;0.0180;0.0820;0.0419;0.0450;0.7500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0161;0.0711;0.2046;0.0871;0.0711;0.1998;0.1882;0.0682;0.1722;0.2735;0.0682;0.0765;215;10;0.0;0.0;0.0186;0.0326;0.0465;0.0233;0.0;0.0279;0.0372;0.0326;0.0140;0.0;0.0419;0.5000;0.0;0.4000;0.0700;0.0465;0.3333;0.0;0.3000;0.0400;0.2333;0.6000;0.0;0.0419;0.0165;0.0100;0.0005;0.0465;0.0465;0.0000;1.0000;1.0000
286;0.0909;0.0;0.2000;0.0300;0.0060;0.1333;0.0;0.1500;0.0200;0.1000;0.2000;0.0;0.0100;0.0678;0.0244;0.0483;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0124;0.0578;0.1127;0.0473;0.0578;0.0924;0.1064;0.0497;0.0852;0.1131;0.0551;0.0610;123;6;0.0;0.0;0.0163;0.0244;0.0488;0.0163;0.0;0.0244;0.0325;0.0244;0.0081;0.0;0.0407;1.0000;0.0;0.2000;0.0300;0.0488;0.1333;0.0;0.1500;0.0325;0.1000;0.2000;0.0;0.0407;0.0107;0.0060;0.0003;0.0488;0.0488;1.0000;1.0000;1.0000
287;0.0303;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0531;0.0213;0.0208;0.3333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0071;0.0388;0.0786;0.0388;0.0388;0.0651;0.0564;0.0388;0.0455;0.1131;0.0388;0.0413;47;1;0.0;0.0;0.0213;0.0213;0.0213;0.0213;0.0;0.0213;0.0213;0.0213;0.0213;0.0;0.0213;0.3333;0.0;0.1000;0.0213;0.0213;0.0667;0.0;0.0500;0.0213;0.0333;0.2000;0.0;0.0213;0.0019;0.0010;0.0000;0.0213;0.0213;0.0000;1.0000;1.0000
288;0.0165;0.0;0.1000;0.0600;0.0080;0.1333;0.0;0.1000;0.0400;0.1333;0.0000;0.0;0.0160;0.0512;0.0559;0.0554;0.1818;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0067;0.0636;0.0625;0.0667;0.0636;0.0715;0.0603;0.0636;0.0805;0.0000;0.0636;0.0644;143;8;0.0;0.0;0.0070;0.0420;0.0559;0.0140;0.0;0.0140;0.0559;0.0280;0.0000;0.0;0.0559;0.1250;0.0;0.1000;0.0600;0.0559;0.1333;0.0;0.1000;0.0559;0.1333;0.0000;0.0;0.0559;0.0140;0.0080;0.0004;0.0559;0.0559;0.0000;1.0000;0.0000
289;0.0010;0.0;0.0000;0.0100;0.0020;0.0000;0.0;0.0000;0.0050;0.0000;0.0000;0.0;0.0020;0.0040;0.0000;0.0281;0.0110;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0003;0.0159;0.0000;0.0069;0.0159;0.0000;0.0000;0.0069;0.0000;0.0000;0.0069;0.0157;47;2;0.0;0.0;0.0000;0.0213;0.0426;0.0000;0.0;0.0000;0.0213;0.0000;0.0000;0.0;0.0213;0.0110;0.0;0.0000;0.0213;0.0426;0.0000;0.0;0.0000;0.0213;0.0000;0.0000;0.0;0.0213;0.0038;0.0020;0.0001;0.0426;0.0426;0.0000;0.0000;0.0000
290;0.0303;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0546;0.0333;0.0311;0.3333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0111;0.0546;0.1100;0.0546;0.0546;0.0853;0.0710;0.0546;0.0546;0.1696;0.0546;0.0606;30;1;0.0;0.0;0.0333;0.0333;0.0333;0.0333;0.0;0.0333;0.0333;0.0333;0.0333;0.0;0.0333;0.3333;0.0;0.1000;0.0333;0.0333;0.0667;0.0;0.0500;0.0333;0.0333;0.2000;0.0;0.0333;0.0019;0.0010;0.0000;0.0333;0.0333;0.0000;1.0000;1.0000
291;0.0182;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0254;0.0455;0.0393;0.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0091;0.0304;0.0395;0.0304;0.0304;0.0348;0.0315;0.0304;0.0304;0.0561;0.0304;0.0315;22;1;0.0;0.0;0.0455;0.0455;0.0455;0.0455;0.0;0.0455;0.0455;0.0455;0.0455;0.0;0.0455;0.2000;0.0;0.1000;0.0455;0.0455;0.0667;0.0;0.0500;0.0455;0.0455;0.2000;0.0;0.0455;0.0020;0.0010;0.0000;0.0455;0.0455;0.0000;1.0000;1.0000
292;0.0909;0.0;0.2000;0.1300;0.0180;0.1333;0.0;0.1500;0.0900;0.1333;0.4000;0.0;0.0360;0.2111;0.0584;0.0566;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0131;0.1033;0.3434;0.1799;0.1033;0.2800;0.2692;0.1269;0.2357;0.4729;0.1033;0.1135;308;18;0.0;0.0;0.0065;0.0422;0.0584;0.0065;0.0;0.0097;0.0584;0.0130;0.0065;0.0;0.0584;1.0000;0.0;0.2000;0.1300;0.0584;0.1333;0.0;0.1500;0.0900;0.1333;0.4000;0.0;0.0584;0.0275;0.0180;0.0011;0.0584;0.0584;1.0000;1.0000;1.0000
293;0.0455;0.0;0.1000;0.0300;0.0030;0.0667;0.0;0.1000;0.0150;0.0667;0.2000;0.0;0.0060;0.0350;0.0248;0.0247;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0054;0.0291;0.0473;0.0313;0.0291;0.0395;0.0606;0.0291;0.0492;0.0713;0.0291;0.0302;121;3;0.0;0.0;0.0083;0.0248;0.0248;0.0083;0.0;0.0165;0.0248;0.0165;0.0083;0.0;0.0248;0.5000;0.0;0.1000;0.0300;0.0248;0.0667;0.0;0.1000;0.0248;0.0667;0.2000;0.0;0.0248;0.0054;0.0030;0.0001;0.0248;0.0248;0.0000;1.0000;1.0000
294;0.0182;0.0;0.1000;0.0200;0.0070;0.0667;0.0;0.0500;0.0250;0.0333;0.2000;0.0;0.0120;0.0255;0.0230;0.0264;0.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0013;0.0287;0.0851;0.0222;0.0287;0.0660;0.0549;0.0248;0.0422;0.1312;0.0257;0.0290;261;7;0.0;0.0;0.0038;0.0077;0.0268;0.0038;0.0;0.0038;0.0192;0.0038;0.0038;0.0;0.0230;0.2000;0.0;0.1000;0.0200;0.0268;0.0667;0.0;0.0500;0.0250;0.0333;0.2000;0.0;0.0230;0.0111;0.0070;0.0002;0.0268;0.0268;0.0000;1.0000;1.0000
295;0.0909;0.0;0.4000;0.0600;0.0070;0.2667;0.0;0.2000;0.0350;0.1333;0.8000;0.0;0.0140;0.1750;0.0706;0.0807;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0487;0.1675;0.4297;0.1573;0.1675;0.3331;0.2773;0.1675;0.2131;0.6621;0.1675;0.1983;85;7;0.0;0.0;0.0471;0.0706;0.0824;0.0471;0.0;0.0471;0.0824;0.0471;0.0471;0.0;0.0824;1.0000;0.0;0.4000;0.0706;0.0824;0.2667;0.0;0.2000;0.0824;0.1333;0.8000;0.0;0.0824;0.0129;0.0070;0.0006;0.0824;0.0824;1.0000;1.0000;1.0000
296;0.0909;0.0;0.4000;0.0600;0.0060;0.2667;0.0;0.2000;0.0300;0.1333;0.8000;0.0;0.0120;0.1391;0.0385;0.0382;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0243;0.0856;0.2428;0.1053;0.0856;0.2035;0.1777;0.0856;0.1447;0.3742;0.0856;0.0932;156;6;0.0;0.0;0.0256;0.0385;0.0385;0.0256;0.0;0.0256;0.0385;0.0256;0.0256;0.0;0.0385;1.0000;0.0;0.4000;0.0600;0.0385;0.2667;0.0;0.2000;0.0385;0.1333;0.8000;0.0;0.0385;0.0104;0.0060;0.0002;0.0385;0.0385;1.0000;1.0000;1.0000
297;0.0303;0.0;0.2000;0.0400;0.0090;0.2000;0.0;0.1500;0.0300;0.1333;0.2000;0.0;0.0180;0.0375;0.0366;0.0535;0.3333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0068;0.0621;0.1445;0.0582;0.0621;0.1561;0.1332;0.0504;0.1257;0.1266;0.0621;0.0643;164;9;0.0;0.0;0.0122;0.0244;0.0549;0.0183;0.0;0.0183;0.0366;0.0244;0.0061;0.0;0.0549;0.3333;0.0;0.2000;0.0400;0.0549;0.2000;0.0;0.1500;0.0366;0.1333;0.2000;0.0;0.0549;0.0155;0.0090;0.0005;0.0549;0.0549;0.0000;1.0000;1.0000
298;0.0152;0.0;0.1000;0.0800;0.0110;0.0667;0.0;0.0500;0.0500;0.0667;0.0000;0.0;0.0220;0.0359;0.0530;0.0713;0.1667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0056;0.0456;0.0392;0.0422;0.0456;0.0304;0.0253;0.0437;0.0338;0.0000;0.0456;0.0452;151;11;0.0;0.0;0.0066;0.0530;0.0728;0.0066;0.0;0.0066;0.0662;0.0132;0.0000;0.0;0.0728;0.1667;0.0;0.1000;0.0800;0.0728;0.0667;0.0;0.0500;0.0662;0.0667;0.0000;0.0;0.0728;0.0191;0.0110;0.0008;0.0728;0.0728;0.0000;1.0000;0.0000
299;0.0909;0.0;0.2000;0.0600;0.0070;0.1333;0.0;0.1000;0.0300;0.1000;0.4000;0.0;0.0140;0.4182;0.0451;0.0505;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0179;0.1295;0.4746;0.1526;0.1295;0.3834;0.3272;0.1252;0.2794;0.6663;0.1295;0.1455;133;7;0.0;0.0;0.0150;0.0451;0.0526;0.0150;0.0;0.0150;0.0451;0.0226;0.0150;0.0;0.0526;1.0000;0.0;0.2000;0.0600;0.0526;0.1333;0.0;0.1000;0.0451;0.1000;0.4000;0.0;0.0526;0.0124;0.0070;0.0004;0.0526;0.0526;1.0000;1.0000;1.0000
300;0.0130;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.0000;0.0;0.0020;0.0122;0.0161;0.0159;0.1429;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0023;0.0183;0.0425;0.0183;0.0183;0.0364;0.0322;0.0183;0.0267;0.0000;0.0183;0.0187;62;1;0.0;0.0;0.0161;0.0161;0.0161;0.0161;0.0;0.0161;0.0161;0.0161;0.0000;0.0;0.0161;0.1429;0.0;0.1000;0.0161;0.0161;0.0667;0.0;0.0500;0.0161;0.0333;0.0000;0.0;0.0161;0.0019;0.0010;0.0000;0.0161;0.0161;0.0000;1.0000;0.0000

