requete;11pt_avg;P_1;P_10;P_100;P_1000;P_15;P_2;P_20;P_200;P_30;P_5;P_50;P_500;Rndcg;Rprec;bpref;iprec_at_recall_0.00;iprec_at_recall_0.10;iprec_at_recall_0.20;iprec_at_recall_0.30;iprec_at_recall_0.40;iprec_at_recall_0.50;iprec_at_recall_0.60;iprec_at_recall_0.70;iprec_at_recall_0.80;iprec_at_recall_0.90;iprec_at_recall_1.00;map;ndcg;ndcg_cut_10;ndcg_cut_100;ndcg_cut_1000;ndcg_cut_15;ndcg_cut_20;ndcg_cut_200;ndcg_cut_30;ndcg_cut_5;ndcg_cut_500;ndcg_rel;num_rel;num_rel_ret;num_ret;recall_1;recall_10;recall_100;recall_1000;recall_15;recall_2;recall_20;recall_200;recall_30;recall_5;recall_50;recall_500;recip_rank;relative_P_1;relative_P_10;relative_P_100;relative_P_1000;relative_P_15;relative_P_2;relative_P_20;relative_P_200;relative_P_30;relative_P_5;relative_P_50;relative_P_500;set_F;set_P;set_map;set_recall;set_relative_P;success_1;success_10;success_5
261;0.0909;0.0;0.1000;0.0200;0.0020;0.0667;0.0;0.0500;0.0100;0.0333;0.2000;0.0;0.0040;0.1557;0.0476;0.0839;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0498;0.1259;0.1498;0.1259;0.1259;0.1251;0.1090;0.1259;0.1064;0.1969;0.1259;0.1437;21;2;0.0;0.0;0.0476;0.0952;0.0952;0.0476;0.0;0.0476;0.0952;0.0476;0.0476;0.0;0.0952;1.0000;0.0;0.1000;0.0952;0.0952;0.0667;0.0;0.0500;0.0952;0.0476;0.2000;0.0;0.0952;0.0039;0.0020;0.0002;0.0952;0.0952;1.0000;1.0000;1.0000
262;0.0227;0.0;0.1000;0.0200;0.0040;0.0667;0.0;0.0500;0.0150;0.0333;0.2000;0.0;0.0080;0.0392;0.0190;0.0183;0.2500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0016;0.0223;0.0575;0.0249;0.0223;0.0489;0.0431;0.0196;0.0356;0.0730;0.0223;0.0227;210;4;0.0;0.0;0.0048;0.0095;0.0190;0.0048;0.0;0.0048;0.0143;0.0048;0.0048;0.0;0.0190;0.2500;0.0;0.1000;0.0200;0.0190;0.0667;0.0;0.0500;0.0150;0.0333;0.2000;0.0;0.0190;0.0066;0.0040;0.0001;0.0190;0.0190;0.0000;1.0000;1.0000
263;0.0909;0.0;0.3000;0.0700;0.0090;0.2000;0.0;0.1500;0.0400;0.1000;0.6000;0.0;0.0180;0.1357;0.0523;0.0573;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0171;0.0905;0.2139;0.1074;0.0905;0.1852;0.1653;0.0868;0.1386;0.3082;0.0905;0.0970;153;9;0.0;0.0;0.0196;0.0458;0.0588;0.0196;0.0;0.0196;0.0523;0.0196;0.0196;0.0;0.0588;1.0000;0.0;0.3000;0.0700;0.0588;0.2000;0.0;0.1500;0.0523;0.1000;0.6000;0.0;0.0588;0.0156;0.0090;0.0005;0.0588;0.0588;1.0000;1.0000;1.0000
264;0.0076;0.0;0.0000;0.0400;0.0060;0.0667;0.0;0.0500;0.0250;0.0667;0.0000;0.0;0.0120;0.0378;0.0571;0.0845;0.0833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0052;0.0629;0.0000;0.0506;0.0629;0.0260;0.0233;0.0569;0.0504;0.0000;0.0629;0.0620;70;6;0.0;0.0;0.0000;0.0571;0.0857;0.0143;0.0;0.0143;0.0714;0.0286;0.0000;0.0;0.0857;0.0833;0.0;0.0000;0.0571;0.0857;0.0667;0.0;0.0500;0.0714;0.0667;0.0000;0.0;0.0857;0.0112;0.0060;0.0005;0.0857;0.0857;0.0000;0.0000;0.0000
265;0.0947;0.0;0.3000;0.0300;0.0030;0.2000;0.0;0.1500;0.0150;0.1000;0.4000;0.0;0.0060;0.1469;0.1429;0.1315;0.6667;0.3750;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0734;0.1871;0.2332;0.1871;0.1871;0.2083;0.1902;0.1871;0.1871;0.1724;0.1871;0.1877;21;3;0.0;0.0;0.1429;0.1429;0.1429;0.1429;0.0;0.1429;0.1429;0.1429;0.0952;0.0;0.1429;0.5000;0.0;0.3000;0.1429;0.1429;0.2000;0.0;0.1500;0.1429;0.1429;0.4000;0.0;0.1429;0.0059;0.0030;0.0004;0.1429;0.1429;0.0000;1.0000;1.0000
266;0.0909;0.0;0.3000;0.0800;0.0110;0.2667;0.0;0.2000;0.0500;0.2000;0.4000;0.0;0.0220;0.1758;0.0415;0.0448;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0131;0.0850;0.2774;0.1189;0.0850;0.2394;0.2140;0.0880;0.2044;0.3385;0.0850;0.0927;241;11;0.0;0.0;0.0124;0.0332;0.0456;0.0166;0.0;0.0166;0.0415;0.0249;0.0083;0.0;0.0456;1.0000;0.0;0.3000;0.0800;0.0456;0.2667;0.0;0.2000;0.0500;0.2000;0.4000;0.0;0.0456;0.0177;0.0110;0.0005;0.0456;0.0456;1.0000;1.0000;1.0000
267;0.0909;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0262;0.0118;0.0118;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0118;0.0236;0.0734;0.0236;0.0236;0.0569;0.0473;0.0236;0.0364;0.1131;0.0236;0.0273;85;1;0.0;0.0;0.0118;0.0118;0.0118;0.0118;0.0;0.0118;0.0118;0.0118;0.0118;0.0;0.0118;1.0000;0.0;0.1000;0.0118;0.0118;0.0667;0.0;0.0500;0.0118;0.0333;0.2000;0.0;0.0118;0.0018;0.0010;0.0000;0.0118;0.0118;1.0000;1.0000;1.0000
268;0.0364;0.0;0.2000;0.0400;0.0040;0.2000;0.0;0.1500;0.0200;0.1333;0.4000;0.0;0.0080;0.0510;0.0305;0.0295;0.4000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0086;0.0413;0.1093;0.0463;0.0413;0.1081;0.0928;0.0413;0.0837;0.1506;0.0413;0.0434;131;4;0.0;0.0;0.0153;0.0305;0.0305;0.0229;0.0;0.0229;0.0305;0.0305;0.0153;0.0;0.0305;0.3333;0.0;0.2000;0.0400;0.0305;0.2000;0.0;0.1500;0.0305;0.1333;0.4000;0.0;0.0305;0.0071;0.0040;0.0001;0.0305;0.0305;0.0000;1.0000;1.0000
269;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;27;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
270;0.0321;0.0;0.3000;0.0600;0.0080;0.2000;0.0;0.2000;0.0400;0.1667;0.0000;0.0;0.0160;0.0760;0.0909;0.1063;0.3000;0.0530;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0214;0.1080;0.1153;0.0963;0.1080;0.0925;0.0967;0.1080;0.1104;0.0000;0.1080;0.1067;66;8;0.0;0.0;0.0455;0.0909;0.1212;0.0455;0.0;0.0606;0.1212;0.0758;0.0000;0.0;0.1212;0.1667;0.0;0.3000;0.0909;0.1212;0.2000;0.0;0.2000;0.1212;0.1667;0.0000;0.0;0.1212;0.0150;0.0080;0.0010;0.1212;0.1212;0.0000;1.0000;0.0000
271;0.0114;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.0000;0.0;0.0020;0.0263;0.0667;0.0533;0.1250;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0083;0.0395;0.0473;0.0395;0.0395;0.0395;0.0395;0.0395;0.0395;0.0000;0.0395;0.0403;15;1;0.0;0.0;0.0667;0.0667;0.0667;0.0667;0.0;0.0667;0.0667;0.0667;0.0000;0.0;0.0667;0.1250;0.0;0.1000;0.0667;0.0667;0.0667;0.0;0.0667;0.0667;0.0667;0.0000;0.0;0.0667;0.0020;0.0010;0.0001;0.0667;0.0667;0.0000;1.0000;0.0000
272;0.0909;0.0;0.3000;0.1000;0.0170;0.3333;0.0;0.3500;0.0750;0.3000;0.4000;0.0;0.0320;0.1445;0.0661;0.0729;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0222;0.1075;0.1671;0.1172;0.1075;0.1892;0.2049;0.1058;0.1833;0.1928;0.1054;0.1122;227;17;0.0;0.0;0.0132;0.0441;0.0749;0.0220;0.0;0.0308;0.0661;0.0396;0.0088;0.0;0.0705;1.0000;0.0;0.3000;0.1000;0.0749;0.3333;0.0;0.3500;0.0750;0.3000;0.4000;0.0;0.0705;0.0277;0.0170;0.0013;0.0749;0.0749;1.0000;1.0000;1.0000
273;0.0177;0.0;0.1000;0.0300;0.0040;0.1333;0.0;0.1000;0.0150;0.1000;0.0000;0.0;0.0080;0.0496;0.0750;0.0781;0.1818;0.0130;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0111;0.0669;0.0545;0.0630;0.0669;0.0847;0.0723;0.0630;0.0671;0.0000;0.0669;0.0677;40;4;0.0;0.0;0.0250;0.0750;0.1000;0.0500;0.0;0.0500;0.0750;0.0750;0.0000;0.0;0.1000;0.1111;0.0;0.1000;0.0750;0.1000;0.1333;0.0;0.1000;0.0750;0.1000;0.0000;0.0;0.1000;0.0077;0.0040;0.0004;0.1000;0.1000;0.0000;1.0000;0.0000
274;0.0155;0.0;0.0000;0.0500;0.0100;0.0000;0.0;0.0500;0.0350;0.1333;0.0000;0.0;0.0160;0.0353;0.0500;0.0950;0.1600;0.0101;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0068;0.0635;0.0000;0.0327;0.0635;0.0000;0.0133;0.0505;0.0429;0.0000;0.0540;0.0614;100;10;0.0;0.0;0.0000;0.0500;0.1000;0.0000;0.0;0.0100;0.0700;0.0400;0.0000;0.0;0.0800;0.0526;0.0;0.0000;0.0500;0.1000;0.0000;0.0;0.0500;0.0700;0.1333;0.0000;0.0;0.0800;0.0182;0.0100;0.0010;0.1000;0.1000;0.0000;0.0000;0.0000
275;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;24;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
276;0.0779;0.0;0.6000;0.0900;0.0100;0.4667;0.0;0.3500;0.0500;0.3000;0.8000;0.0;0.0200;0.1014;0.0503;0.0494;0.8571;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0290;0.0707;0.1935;0.0855;0.0707;0.1654;0.1424;0.0707;0.1355;0.2203;0.0707;0.0760;199;10;0.0;0.0;0.0302;0.0452;0.0503;0.0352;0.0;0.0352;0.0503;0.0452;0.0201;0.0;0.0503;0.5000;0.0;0.6000;0.0900;0.0503;0.4667;0.0;0.3500;0.0503;0.3000;0.8000;0.0;0.0503;0.0167;0.0100;0.0005;0.0503;0.0503;0.0000;1.0000;1.0000
277;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;62;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
278;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
279;0.0909;0.0;0.4000;0.0600;0.0060;0.3333;0.0;0.2500;0.0300;0.2000;0.6000;0.0;0.0120;0.1660;0.0612;0.0598;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0379;0.1047;0.2193;0.1047;0.1047;0.1979;0.1757;0.1047;0.1677;0.2670;0.1047;0.1139;98;6;0.0;0.0;0.0408;0.0612;0.0612;0.0510;0.0;0.0510;0.0612;0.0612;0.0306;0.0;0.0612;1.0000;0.0;0.4000;0.0612;0.0612;0.3333;0.0;0.2500;0.0612;0.2000;0.6000;0.0;0.0612;0.0109;0.0060;0.0004;0.0612;0.0612;1.0000;1.0000;1.0000
